Year,Month,DayofMonth,DayOfWeek,CRSDepTime,CRSArrTime,FlightNum,CRSElapsedTime,Origin,Dest,Distance,TaxiIn,TaxiOut,ArrDelay===y
2002,2,14,4,655,816,705,81,ALB,PIT,367,10,13,9
2002,2,15,5,655,816,705,81,ALB,PIT,367,5,9,-4
2002,2,16,6,655,816,705,81,ALB,PIT,367,8,9,-8
2002,2,17,7,655,816,705,81,ALB,PIT,367,5,9,22
2002,2,18,1,655,816,705,81,ALB,PIT,367,8,10,-2
2002,2,19,2,655,816,705,81,ALB,PIT,367,5,14,10
2002,2,20,3,655,816,705,81,ALB,PIT,367,6,10,6
2002,2,21,4,655,816,705,81,ALB,PIT,367,6,12,18
2002,2,22,5,655,816,705,81,ALB,PIT,367,9,13,-1
2002,2,23,6,655,816,705,81,ALB,PIT,367,7,11,-13
2002,2,24,7,655,816,705,81,ALB,PIT,367,6,11,-6
2002,2,25,1,655,816,705,81,ALB,PIT,367,7,12,-4
2002,2,26,2,655,816,705,81,ALB,PIT,367,7,9,4
2002,2,27,3,655,816,705,81,ALB,PIT,367,6,10,5
2002,2,28,4,655,816,705,81,ALB,PIT,367,11,17,6
2002,2,1,5,910,1004,705,114,PIT,STL,553,11,19,16
2002,2,2,6,910,1004,705,114,PIT,STL,553,12,14,13
2002,2,3,7,910,1004,705,114,PIT,STL,553,5,13,8
2002,2,4,1,910,1004,705,114,PIT,STL,553,3,21,68
2002,2,5,2,910,1004,705,114,PIT,STL,553,7,23,0
2002,2,6,3,910,1004,705,114,PIT,STL,553,13,11,-7
2002,2,7,4,910,1004,705,114,PIT,STL,553,5,12,6
2002,2,8,5,910,1004,705,114,PIT,STL,553,8,13,-14
2002,2,9,6,910,1004,705,114,PIT,STL,553,10,12,-13
2002,2,10,7,910,1004,705,114,PIT,STL,553,10,16,-4
2002,2,11,1,910,1004,705,114,PIT,STL,553,5,19,11
2002,2,12,2,910,1004,705,114,PIT,STL,553,5,43,54
2002,2,13,3,910,1004,705,114,PIT,STL,553,7,14,8
2002,2,14,4,910,1004,705,114,PIT,STL,553,6,15,-16
2002,2,15,5,910,1004,705,114,PIT,STL,553,6,12,-10
2002,2,16,6,910,1004,705,114,PIT,STL,553,9,12,-10
2002,2,17,7,910,1004,705,114,PIT,STL,553,11,12,-2
2002,2,18,1,910,1004,705,114,PIT,STL,553,12,12,-7
2002,2,19,2,910,1004,705,114,PIT,STL,553,9,17,8
2002,2,20,3,910,1004,705,114,PIT,STL,553,7,20,0
2002,2,21,4,910,1004,705,114,PIT,STL,553,14,19,7
2002,2,22,5,910,1004,705,114,PIT,STL,553,5,37,7
2002,2,23,6,910,1004,705,114,PIT,STL,553,14,13,-11
2002,2,24,7,910,1004,705,114,PIT,STL,553,15,13,-5
2002,2,25,1,910,1004,705,114,PIT,STL,553,5,25,4
2002,2,26,2,910,1004,705,114,PIT,STL,553,8,18,30
2002,2,27,3,910,1004,705,114,PIT,STL,553,5,25,-4
2002,2,28,4,910,1004,705,114,PIT,STL,553,3,16,-17
2002,2,1,5,1600,1713,706,73,IND,PIT,325,7,11,10
2002,2,4,1,1559,1709,706,70,IND,PIT,325,6,14,13
2002,2,5,2,1559,1709,706,70,IND,PIT,325,7,9,0
2002,2,6,3,1559,1709,706,70,IND,PIT,325,5,9,-7
2002,2,7,4,1559,1709,706,70,IND,PIT,325,6,7,-7
2002,2,8,5,1559,1709,706,70,IND,PIT,325,4,9,9
2002,2,11,1,1559,1709,706,70,IND,PIT,325,3,9,67
2002,2,12,2,1559,1709,706,70,IND,PIT,325,6,12,6
2002,2,13,3,1559,1709,706,70,IND,PIT,325,4,10,-10
2002,2,14,4,1559,1709,706,70,IND,PIT,325,5,10,97
2002,2,15,5,1559,1709,706,70,IND,PIT,325,4,10,-7
2002,2,18,1,1559,1709,706,70,IND,PIT,325,5,9,3
2002,2,19,2,1559,1709,706,70,IND,PIT,325,4,8,-14
2002,2,20,3,1559,1709,706,70,IND,PIT,325,3,14,1
2002,2,21,4,1559,1709,706,70,IND,PIT,325,3,14,20
2002,2,22,5,1559,1709,706,70,IND,PIT,325,3,16,4
2002,2,25,1,1559,1709,706,70,IND,PIT,325,6,13,-9
2002,2,26,2,1559,1709,706,70,IND,PIT,325,6,9,-10
2002,2,27,3,1559,1709,706,70,IND,PIT,325,5,12,-4
2002,2,28,4,1559,1709,706,70,IND,PIT,325,3,9,19
2002,2,3,7,1000,1319,708,139,MSY,PIT,918,6,8,-15
2002,2,4,1,1000,1319,708,139,MSY,PIT,918,6,12,15
2002,2,5,2,1000,1319,708,139,MSY,PIT,918,8,17,7
2002,2,6,3,1000,1319,708,139,MSY,PIT,918,5,8,7
2002,2,7,4,1000,1319,708,139,MSY,PIT,918,7,11,12
2002,2,8,5,1000,1319,708,139,MSY,PIT,918,7,9,-14
2002,2,9,6,1000,1319,708,139,MSY,PIT,918,5,12,-6
2002,2,10,7,1000,1319,708,139,MSY,PIT,918,5,8,-20
2002,2,11,1,1000,1319,708,139,MSY,PIT,918,6,8,-1
2002,2,12,2,1000,1319,708,139,MSY,PIT,918,4,10,-21
2002,2,13,3,1000,1319,708,139,MSY,PIT,918,7,8,-14
2002,2,14,4,1000,1319,708,139,MSY,PIT,918,8,7,7
2002,2,15,5,1000,1319,708,139,MSY,PIT,918,5,14,-11
2002,2,16,6,1000,1319,708,139,MSY,PIT,918,6,8,11
2002,2,17,7,1000,1319,708,139,MSY,PIT,918,6,11,5
2002,2,18,1,1000,1319,708,139,MSY,PIT,918,6,7,0
2002,2,19,2,1000,1319,708,139,MSY,PIT,918,6,12,-7
2002,2,20,3,1000,1319,708,139,MSY,PIT,918,5,8,-8
2002,2,21,4,1000,1319,708,139,MSY,PIT,918,6,14,2
2002,3,2,6,1755,1847,621,52,BWI,PHL,90,5,9,-13
2002,3,3,7,1755,1847,621,52,BWI,PHL,90,3,8,3
2002,3,4,1,1755,1847,621,52,BWI,PHL,90,4,13,6
2002,3,5,2,1755,1847,621,52,BWI,PHL,90,4,16,-1
2002,3,6,3,1755,1847,621,52,BWI,PHL,90,3,33,19
2002,3,7,4,1755,1847,621,52,BWI,PHL,90,11,16,3
2002,3,8,5,1755,1847,621,52,BWI,PHL,90,4,17,7
2002,3,9,6,1755,1847,621,52,BWI,PHL,90,4,15,-10
2002,3,10,7,1755,1847,621,52,BWI,PHL,90,17,14,16
2002,3,11,1,1755,1847,621,52,BWI,PHL,90,4,9,39
2002,3,12,2,1755,1847,621,52,BWI,PHL,90,3,12,25
2002,3,13,3,1755,1847,621,52,BWI,PHL,90,9,20,54
2002,3,14,4,1755,1847,621,52,BWI,PHL,90,4,19,10
2002,3,15,5,1755,1847,621,52,BWI,PHL,90,7,18,-1
2002,3,16,6,1755,1847,621,52,BWI,PHL,90,6,14,-7
2002,3,17,7,1755,1847,621,52,BWI,PHL,90,16,25,52
2002,3,18,1,1755,1847,621,52,BWI,PHL,90,6,10,16
2002,3,19,2,1755,1847,621,52,BWI,PHL,90,4,13,-8
2002,3,20,3,1755,1847,621,52,BWI,PHL,90,3,25,50
2002,3,21,4,1755,1847,621,52,BWI,PHL,90,10,22,4
2002,3,22,5,1755,1847,621,52,BWI,PHL,90,3,8,49
2002,3,23,6,1755,1847,621,52,BWI,PHL,90,3,14,-9
2002,3,24,7,1755,1847,621,52,BWI,PHL,90,5,14,3
2002,3,25,1,1755,1847,621,52,BWI,PHL,90,7,12,-15
2002,3,26,2,1755,1847,621,52,BWI,PHL,90,9,16,52
2002,3,27,3,1755,1847,621,52,BWI,PHL,90,6,18,26
2002,3,28,4,1755,1847,621,52,BWI,PHL,90,4,10,-9
2002,3,29,5,1755,1847,621,52,BWI,PHL,90,4,13,-18
2002,3,30,6,1755,1847,621,52,BWI,PHL,90,2,9,-18
2002,3,31,7,1755,1847,621,52,BWI,PHL,90,14,11,135
2002,3,1,5,1945,2214,621,329,PHL,LAS,2176,5,17,2
2002,3,2,6,1945,2214,621,329,PHL,LAS,2176,4,18,-27
2002,3,3,7,1945,2214,621,329,PHL,LAS,2176,8,7,-33
2002,3,4,1,1945,2214,621,329,PHL,LAS,2176,8,30,14
2002,3,5,2,1945,2214,621,329,PHL,LAS,2176,8,13,-2
2002,3,6,3,1945,2214,621,329,PHL,LAS,2176,5,17,14
2002,3,7,4,1945,2214,621,329,PHL,LAS,2176,11,16,19
2002,3,8,5,1945,2214,621,329,PHL,LAS,2176,10,18,-11
2002,3,9,6,1945,2214,621,329,PHL,LAS,2176,11,10,0
2002,3,10,7,1945,2214,621,329,PHL,LAS,2176,8,12,21
2002,3,11,1,1945,2214,621,329,PHL,LAS,2176,12,44,60
2002,3,12,2,1945,2214,621,329,PHL,LAS,2176,7,26,23
2002,3,13,3,1945,2214,621,329,PHL,LAS,2176,8,22,51
2002,3,14,4,1945,2214,621,329,PHL,LAS,2176,5,30,40
2002,3,15,5,1945,2214,621,329,PHL,LAS,2176,7,21,33
2002,3,16,6,1945,2214,621,329,PHL,LAS,2176,8,17,32
2002,3,17,7,1945,2214,621,329,PHL,LAS,2176,36,18,134
2002,3,18,1,1945,2214,621,329,PHL,LAS,2176,6,18,21
2002,3,19,2,1945,2214,621,329,PHL,LAS,2176,8,25,19
2002,3,20,3,1945,2214,621,329,PHL,LAS,2176,9,14,60
2002,3,21,4,1945,2214,621,329,PHL,LAS,2176,9,17,31
2002,3,22,5,1945,2214,621,329,PHL,LAS,2176,8,16,59
2002,3,23,6,1945,2214,621,329,PHL,LAS,2176,6,11,13
2002,3,24,7,1945,2214,621,329,PHL,LAS,2176,6,12,6
2002,3,25,1,1945,2214,621,329,PHL,LAS,2176,8,31,39
2002,3,26,2,1945,2214,621,329,PHL,LAS,2176,7,85,125
2002,3,27,3,1945,2214,621,329,PHL,LAS,2176,7,30,41
2002,3,28,4,1945,2214,621,329,PHL,LAS,2176,6,17,-10
2002,3,29,5,1945,2214,621,329,PHL,LAS,2176,6,23,6
2002,3,30,6,1945,2214,621,329,PHL,LAS,2176,5,13,5
2002,3,31,7,1945,2214,621,329,PHL,LAS,2176,7,11,83
2002,3,1,5,2359,713,622,254,LAX,CLT,2125,4,9,16
2002,3,2,6,2359,713,622,254,LAX,CLT,2125,6,11,-13
2002,3,3,7,2359,713,622,254,LAX,CLT,2125,5,8,-2
2002,3,4,1,2359,713,622,254,LAX,CLT,2125,8,14,0
2002,3,5,2,2359,713,622,254,LAX,CLT,2125,11,6,-1
2002,3,6,3,2359,713,622,254,LAX,CLT,2125,8,10,-14
2002,3,7,4,2359,713,622,254,LAX,CLT,2125,6,10,10
2002,3,8,5,2359,713,622,254,LAX,CLT,2125,5,22,28
2002,3,9,6,2359,713,622,254,LAX,CLT,2125,4,13,10
2002,3,10,7,2359,713,622,254,LAX,CLT,2125,6,21,36
2002,3,11,1,2359,713,622,254,LAX,CLT,2125,8,14,17
2002,3,12,2,2359,713,622,254,LAX,CLT,2125,3,10,-1
2002,3,13,3,2359,713,622,254,LAX,CLT,2125,4,10,-7
2002,3,14,4,2359,713,622,254,LAX,CLT,2125,5,8,8
2002,3,15,5,2359,713,622,254,LAX,CLT,2125,4,9,-18
2002,3,16,6,2359,713,622,254,LAX,CLT,2125,8,19,10
2002,3,17,7,2359,713,622,254,LAX,CLT,2125,5,11,34
2002,3,18,1,2359,713,622,254,LAX,CLT,2125,5,15,23
2002,3,19,2,2359,713,622,254,LAX,CLT,2125,3,23,25
2002,3,20,3,2359,713,622,254,LAX,CLT,2125,3,17,6
2002,3,21,4,2359,713,622,254,LAX,CLT,2125,3,9,-7
2002,3,22,5,2359,713,622,254,LAX,CLT,2125,5,14,13
2002,3,23,6,2359,713,622,254,LAX,CLT,2125,9,12,2
2002,3,24,7,2359,713,622,254,LAX,CLT,2125,6,14,-15
2002,3,25,1,2359,713,622,254,LAX,CLT,2125,7,16,9
2002,3,26,2,2359,713,622,254,LAX,CLT,2125,5,12,-24
2002,3,27,3,2359,713,622,254,LAX,CLT,2125,4,7,-7
2002,3,28,4,2359,713,622,254,LAX,CLT,2125,5,26,20
2002,3,29,5,2359,713,622,254,LAX,CLT,2125,6,14,6
2002,3,30,6,2359,713,622,254,LAX,CLT,2125,6,11,7
2002,3,31,7,2359,713,622,254,LAX,CLT,2125,4,11,45
2002,3,3,7,1550,1658,623,68,PHL,BDL,196,2,15,7
2002,3,4,1,605,832,624,87,ORD,PIT,412,6,9,-8
2002,3,5,2,605,832,624,87,ORD,PIT,412,5,9,0
2002,3,6,3,605,832,624,87,ORD,PIT,412,7,14,-11
2002,3,7,4,605,832,624,87,ORD,PIT,412,7,19,8
2002,3,8,5,605,832,624,87,ORD,PIT,412,4,15,0
2002,3,11,1,605,832,624,87,ORD,PIT,412,7,15,-8
2002,3,12,2,605,832,624,87,ORD,PIT,412,6,12,-13
2002,3,13,3,605,832,624,87,ORD,PIT,412,7,15,-16
2002,3,14,4,605,832,624,87,ORD,PIT,412,5,9,-14
2002,3,15,5,605,832,624,87,ORD,PIT,412,7,13,-9
2002,3,18,1,605,832,624,87,ORD,PIT,412,11,16,-2
2002,3,19,2,605,832,624,87,ORD,PIT,412,7,13,-3
2002,3,20,3,605,832,624,87,ORD,PIT,412,5,15,-15
2002,3,21,4,605,832,624,87,ORD,PIT,412,7,13,0
2002,3,22,5,605,832,624,87,ORD,PIT,412,8,19,0
2002,3,25,1,605,832,624,87,ORD,PIT,412,5,12,-13
2002,3,26,2,605,832,624,87,ORD,PIT,412,7,40,22
2002,3,27,3,605,832,624,87,ORD,PIT,412,6,13,-7
2002,3,28,4,605,832,624,87,ORD,PIT,412,7,15,-11
2002,3,29,5,605,832,624,87,ORD,PIT,412,8,14,-9
2002,3,1,5,925,1047,624,82,PIT,LGA,335,7,10,-4
2002,3,2,6,925,1047,624,82,PIT,LGA,335,8,22,6
2002,3,3,7,925,1047,624,82,PIT,LGA,335,7,11,-7
2002,3,4,1,925,1047,624,82,PIT,LGA,335,7,11,14
2002,3,5,2,925,1047,624,82,PIT,LGA,335,10,21,2
2002,3,6,3,925,1047,624,82,PIT,LGA,335,8,10,-9
2002,3,7,4,925,1047,624,82,PIT,LGA,335,6,8,-13
2002,3,8,5,925,1047,624,82,PIT,LGA,335,4,11,-11
2002,3,9,6,925,1047,624,82,PIT,LGA,335,7,14,31
2002,3,10,7,925,1047,624,82,PIT,LGA,335,5,9,-24
2002,3,11,1,925,1047,624,82,PIT,LGA,335,6,13,-8
2002,3,12,2,925,1047,624,82,PIT,LGA,335,7,20,1
2002,3,13,3,925,1047,624,82,PIT,LGA,335,7,28,13
2002,3,14,4,925,1047,624,82,PIT,LGA,335,6,12,-14
2002,3,15,5,925,1047,624,82,PIT,LGA,335,5,9,0
2002,3,16,6,925,1047,624,82,PIT,LGA,335,9,11,-12
2002,3,17,7,925,1047,624,82,PIT,LGA,335,13,28,6
2002,3,18,1,925,1047,624,82,PIT,LGA,335,7,10,-17
2002,3,19,2,925,1047,624,82,PIT,LGA,335,7,11,-9
2002,3,20,3,925,1047,624,82,PIT,LGA,335,7,23,-1
2002,3,21,4,925,1047,624,82,PIT,LGA,335,4,12,-18
2002,3,22,5,925,1047,624,82,PIT,LGA,335,9,15,20
2002,3,23,6,925,1047,624,82,PIT,LGA,335,4,9,-9
2002,3,24,7,925,1047,624,82,PIT,LGA,335,6,10,-8
2002,3,25,1,925,1047,624,82,PIT,LGA,335,6,16,-17
2002,3,26,2,925,1047,624,82,PIT,LGA,335,4,44,34
2002,3,27,3,925,1047,624,82,PIT,LGA,335,5,20,-11
2002,3,28,4,925,1047,624,82,PIT,LGA,335,5,11,-15
2002,3,29,5,925,1047,624,82,PIT,LGA,335,8,12,-4
2002,3,30,6,925,1047,624,82,PIT,LGA,335,4,8,-19
2002,3,31,7,925,1047,624,82,PIT,LGA,335,8,14,-7
2002,3,2,6,2245,2346,625,61,PIT,ABE,253,5,8,-3
2002,3,3,7,645,827,627,102,MHT,PIT,485,5,11,0
2002,3,1,5,730,855,628,85,CMH,PHL,405,9,10,-10
2002,3,2,6,730,855,628,85,CMH,PHL,405,8,18,16
2002,3,3,7,730,855,628,85,CMH,PHL,405,3,9,-4
2002,3,4,1,730,855,628,85,CMH,PHL,405,4,11,-5
2002,3,5,2,730,855,628,85,CMH,PHL,405,5,16,0
2002,3,6,3,730,855,628,85,CMH,PHL,405,4,15,4
2002,3,7,4,730,855,628,85,CMH,PHL,405,3,10,-11
2002,3,8,5,730,855,628,85,CMH,PHL,405,2,17,17
2002,3,9,6,730,855,628,85,CMH,PHL,405,8,19,5
2002,3,10,7,730,855,628,85,CMH,PHL,405,2,9,-16
2002,3,11,1,730,855,628,85,CMH,PHL,405,8,25,11
2002,3,12,2,730,855,628,85,CMH,PHL,405,4,7,-5
2002,3,13,3,730,855,628,85,CMH,PHL,405,6,18,75
2002,3,14,4,730,855,628,85,CMH,PHL,405,2,15,-16
2002,3,15,5,730,855,628,85,CMH,PHL,405,13,12,-8
2002,3,16,6,730,855,628,85,CMH,PHL,405,5,13,-9
2002,3,17,7,730,855,628,85,CMH,PHL,405,7,9,-17
2002,3,18,1,730,855,628,85,CMH,PHL,405,6,56,27
2002,3,19,2,730,855,628,85,CMH,PHL,405,2,16,-20
2002,3,20,3,730,855,628,85,CMH,PHL,405,7,14,6
2002,3,21,4,730,855,628,85,CMH,PHL,405,3,15,1
2002,3,22,5,730,855,628,85,CMH,PHL,405,7,10,-14
2002,3,23,6,730,855,628,85,CMH,PHL,405,12,18,7
2002,3,24,7,730,855,628,85,CMH,PHL,405,17,9,-2
2002,3,25,1,730,855,628,85,CMH,PHL,405,7,32,23
2002,3,26,2,730,855,628,85,CMH,PHL,405,7,30,14
2002,3,27,3,730,855,628,85,CMH,PHL,405,2,12,-18
2002,3,28,4,730,855,628,85,CMH,PHL,405,2,27,6
2002,3,29,5,730,855,628,85,CMH,PHL,405,2,14,-6
2002,3,30,6,730,855,628,85,CMH,PHL,405,2,16,3
2002,3,31,7,730,855,628,85,CMH,PHL,405,6,10,26
2002,3,1,5,940,1044,628,64,PHL,BDL,196,4,22,3
2002,3,2,6,940,1044,628,64,PHL,BDL,196,5,11,-15
2002,3,3,7,945,1049,628,64,PHL,BDL,196,3,18,-8
2002,3,4,1,945,1049,628,64,PHL,BDL,196,4,11,-13
2002,3,5,2,945,1049,628,64,PHL,BDL,196,5,22,-5
2002,3,6,3,945,1049,628,64,PHL,BDL,196,3,10,-11
2002,3,7,4,945,1049,628,64,PHL,BDL,196,4,18,-9
2002,3,8,5,945,1049,628,64,PHL,BDL,196,3,36,8
2002,3,9,6,945,1049,628,64,PHL,BDL,196,5,21,2
2002,3,10,7,945,1049,628,64,PHL,BDL,196,3,9,-25
2002,3,11,1,945,1049,628,64,PHL,BDL,196,4,29,30
2002,3,12,2,945,1049,628,64,PHL,BDL,196,2,29,14
2002,3,13,3,945,1049,628,64,PHL,BDL,196,5,12,55
2002,3,14,4,945,1049,628,64,PHL,BDL,196,4,17,-12
2002,3,15,5,945,1049,628,64,PHL,BDL,196,4,29,6
2002,3,16,6,945,1049,628,64,PHL,BDL,196,5,24,0
2002,3,17,7,945,1049,628,64,PHL,BDL,196,5,10,-16
2002,3,18,1,945,1049,628,64,PHL,BDL,196,4,34,33
2002,3,19,2,945,1049,628,64,PHL,BDL,196,4,22,-3
2002,3,20,3,945,1049,628,64,PHL,BDL,196,4,28,7
2002,3,21,4,945,1049,628,64,PHL,BDL,196,5,17,-9
2002,3,22,5,945,1049,628,64,PHL,BDL,196,4,13,-15
2002,3,23,6,945,1049,628,64,PHL,BDL,196,5,23,18
2002,3,24,7,945,1049,628,64,PHL,BDL,196,4,28,5
